,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
40,30,RJ Barrett,SG,23,NYK,26,26,29.5,6.3,14.9,.423,1.7,5.0,.331,4.7,9.9,.469,.478,4.0,4.8,.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,2024
41,30,RJ Barrett,SG,23,TOR,28,28,33.4,8.3,14.9,.555,1.6,3.8,.425,6.7,11.1,.599,.609,2.9,4.9,.591,1.0,5.3,6.2,4.1,0.6,0.4,2.1,2.6,21.1,2024
42,31,Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,.725,0.0,0.1,.000,1.5,2.1,.744,.725,0.3,0.3,.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,2024
43,32,Emoni Bates,SF,20,CLE,13,0,7.8,0.9,2.8,.324,0.7,2.2,.321,0.2,0.7,.333,.446,0.1,0.3,.250,0.1,0.8,0.8,0.5,0.1,0.2,0.2,0.4,2.6,2024
44,33,Keita Bates-Diop,SF,28,TOT,53,8,12.5,1.4,3.1,.434,0.4,1.3,.304,1.0,1.8,.526,.497,0.6,0.8,.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7,2024
45,33,Keita Bates-Diop,SF,28,PHO,39,8,15.3,1.6,3.8,.427,0.5,1.6,.313,1.1,2.2,.512,.493,0.7,0.9,.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,2024
46,33,Keita Bates-Diop,SF,28,BRK,14,0,4.9,0.6,1.1,.500,0.1,0.4,.200,0.5,0.8,.636,.531,0.4,0.4,1.000,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6,2024
47,34,Nicolas Batum,PF,35,TOT,55,35,25.1,1.9,4.2,.463,1.2,3.0,.400,0.7,1.2,.621,.606,0.3,0.4,.714,1.2,2.9,4.1,2.2,0.8,0.7,0.7,1.9,5.4,2024
48,34,Nicolas Batum,PF,35,LAC,3,0,18.0,1.0,2.7,.375,0.7,2.3,.286,0.3,0.3,1.000,.500,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,2024
49,34,Nicolas Batum,PF,35,PHI,52,35,25.6,2.0,4.3,.466,1.2,3.0,.405,0.8,1.3,.615,.610,0.3,0.4,.714,1.3,2.9,4.2,2.2,0.8,0.6,0.7,1.9,5.5,2024
50,35,Darius Bazley,PF,23,PHI,3,0,3.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,2024
51,36,Bradley Beal,SG,30,PHO,47,47,33.1,6.8,13.7,.498,1.7,4.4,.388,5.1,9.3,.549,.560,2.0,2.6,.793,1.0,3.3,4.2,5.1,1.0,0.4,2.5,2.4,17.4,2024
52,37,Malik Beasley,SG,27,MIL,73,73,30.0,4.1,9.3,.446,2.9,7.0,.420,1.2,2.3,.524,.604,0.3,0.5,.714,0.6,3.2,3.8,1.4,0.8,0.1,0.7,2.0,11.5,2024
53,38,MarJon Beauchamp,SF,23,MIL,46,1,12.9,1.6,3.4,.478,0.6,1.6,.389,1.0,1.8,.553,.567,0.4,0.6,.679,0.5,1.6,2.1,0.7,0.3,0.1,0.6,1.2,4.3,2024
54,39,Jules Bernard,SG,24,WAS,16,0,7.1,1.3,3.1,.420,0.6,1.6,.360,0.8,1.6,.480,.510,0.3,0.5,.500,0.4,0.6,1.0,0.8,0.1,0.1,0.3,0.7,3.4,2024
55,40,Dāvis Bertāns,PF,31,TOT,38,1,14.9,1.9,5.1,.380,1.7,4.4,.380,0.3,0.7,.385,.544,0.8,0.8,.906,0.2,1.1,1.3,0.9,0.6,0.2,0.3,1.2,6.3,2024
56,40,Dāvis Bertāns,PF,31,OKC,15,0,6.1,0.7,1.7,.385,0.7,1.6,.417,0.0,0.1,.000,.577,0.9,1.0,.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,2024
57,40,Dāvis Bertāns,PF,31,CHO,23,1,20.7,2.7,7.2,.380,2.3,6.2,.373,0.4,1.0,.417,.539,0.7,0.7,.882,0.2,1.5,1.7,1.1,0.9,0.3,0.5,1.5,8.4,2024
58,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
59,41,Patrick Beverley,PG,35,TOT,69,9,19.7,2.1,5.1,.406,0.8,2.4,.320,1.3,2.7,.486,.483,1.0,1.2,.814,0.6,2.4,3.1,2.8,0.6,0.4,0.9,1.8,5.9,2024
60,41,Patrick Beverley,PG,35,PHI,47,5,19.6,2.2,5.1,.432,0.7,2.3,.321,1.5,2.8,.523,.504,1.1,1.3,.810,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3,2024
61,41,Patrick Beverley,PG,35,MIL,22,4,19.9,1.8,5.0,.351,0.9,2.7,.317,0.9,2.3,.392,.437,0.9,1.0,.826,0.6,2.5,3.1,2.3,0.7,0.6,0.6,1.8,5.3,2024
62,42,Saddiq Bey,SF,24,ATL,63,51,32.7,4.6,11.1,.416,1.8,5.7,.316,2.8,5.4,.522,.497,2.7,3.2,.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,2024
63,43,Goga Bitadze,C,24,ORL,57,33,16.4,2.2,3.6,.611,0.0,0.2,.154,2.1,3.3,.642,.616,0.9,1.4,.659,1.9,3.0,4.9,1.4,0.5,1.2,0.7,1.8,5.3,2024
64,44,Onuralp Bitim,SG,24,CHI,19,0,12.0,1.5,3.6,.412,0.6,1.9,.306,0.9,1.7,.531,.493,0.2,0.2,.750,0.3,1.3,1.6,0.7,0.2,0.1,0.4,1.1,3.7,2024
65,45,Bismack Biyombo,C,31,TOT,38,27,20.0,1.8,3.3,.556,0.0,0.0,,1.8,3.3,.556,.556,0.6,1.3,.480,1.6,3.6,5.2,1.4,0.3,0.9,1.1,2.3,4.3,2024
66,45,Bismack Biyombo,C,31,MEM,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,2024
67,45,Bismack Biyombo,C,31,OKC,8,0,5.4,0.3,0.6,.400,0.0,0.0,,0.3,0.6,.400,.400,0.3,0.5,.500,0.4,0.4,0.8,0.3,0.1,0.1,0.5,0.8,0.8,2024
68,46,Anthony Black,PG,20,ORL,65,33,17.4,1.7,3.7,.459,0.5,1.4,.385,1.2,2.3,.503,.531,0.8,1.2,.613,0.5,1.6,2.1,1.4,0.5,0.3,0.8,1.7,4.7,2024
69,47,Leaky Black,SF,24,CHO,23,3,10.1,0.8,1.8,.463,0.3,0.7,.467,0.5,1.1,.462,.549,0.4,0.6,.643,0.3,1.3,1.7,0.8,0.2,0.3,0.2,0.7,2.3,2024
70,48,Buddy Boeheim,SF,24,DET,5,0,9.8,1.4,4.0,.350,1.2,3.4,.353,0.2,0.6,.333,.500,1.0,1.0,1.000,0.2,1.4,1.6,0.6,0.0,0.2,0.0,0.6,5.0,2024
71,49,Bogdan Bogdanović,SG,31,ATL,74,28,30.4,6.0,14.0,.428,3.1,8.2,.374,2.9,5.9,.503,.537,1.8,2.0,.913,0.7,2.9,3.5,3.1,1.2,0.3,1.4,2.3,16.9,2024
72,50,Bojan Bogdanović,PF-SF,34,TOT,51,27,26.9,5.6,12.3,.455,2.4,6.1,.395,3.2,6.2,.513,.552,2.2,2.8,.780,0.4,2.4,2.8,1.8,0.5,0.1,1.9,1.8,15.8,2024
73,50,Bojan Bogdanović,PF,34,DET,28,27,32.9,7.1,15.2,.468,3.1,7.4,.415,4.0,7.8,.518,.569,2.9,3.7,.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,20.2,2024
74,50,Bojan Bogdanović,SF,34,NYK,23,0,19.6,3.8,8.9,.426,1.6,4.5,.356,2.2,4.3,.500,.517,1.3,1.6,.784,0.3,1.8,2.2,0.9,0.2,0.0,1.4,1.5,10.4,2024
75,51,Bol Bol,PF,24,PHO,38,0,11.4,2.3,3.7,.620,0.6,1.3,.449,1.7,2.4,.710,.697,0.4,0.5,.789,0.8,2.6,3.4,0.4,0.2,0.6,0.4,1.1,5.6,2024
76,52,Marques Bolden,C,25,TOT,6,0,7.5,0.8,1.2,.714,0.0,0.0,,0.8,1.2,.714,.714,0.2,0.3,.500,0.5,2.2,2.7,0.0,0.2,0.2,0.2,0.8,1.8,2024
77,52,Marques Bolden,C,25,MIL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2024
78,52,Marques Bolden,C,25,CHO,4,0,10.5,1.3,1.8,.714,0.0,0.0,,1.3,1.8,.714,.714,0.3,0.5,.500,0.8,2.8,3.5,0.0,0.3,0.3,0.3,1.0,2.8,2024
79,53,Devin Booker,PG,27,PHO,62,62,35.8,9.7,19.6,.497,2.3,6.1,.372,7.5,13.5,.553,.555,5.9,6.6,.883,0.8,3.9,4.7,6.9,0.9,0.4,2.5,3.0,27.6,2024
80,54,Brandon Boston Jr.,SF,22,LAC,27,0,9.0,1.6,3.8,.427,0.4,1.2,.303,1.3,2.6,.486,.476,0.6,0.9,.680,0.4,0.9,1.3,0.3,0.1,0.3,0.4,1.2,4.3,2024
81,55,Chris Boucher,PF,31,TOR,50,0,14.1,2.2,4.3,.507,0.6,1.9,.330,1.6,2.5,.642,.578,1.4,1.8,.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,2024
82,56,James Bouknight,SG,23,CHO,14,0,5.8,1.3,2.9,.439,0.9,2.1,.433,0.4,0.8,.455,.598,0.1,0.1,.500,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,2024
83,57,Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,2024
84,58,Malaki Branham,PG,20,SAS,71,25,20.7,3.5,8.2,.431,1.1,3.4,.336,2.4,4.8,.499,.501,0.8,0.9,.885,0.4,1.6,1.9,2.1,0.4,0.1,1.2,1.2,9.0,2024
85,59,Christian Braun,SG,22,DEN,77,2,19.8,2.6,5.8,.453,0.7,1.9,.372,1.9,3.9,.493,.515,1.1,1.6,.696,0.9,2.8,3.7,1.5,0.5,0.4,0.7,1.7,7.1,2024
86,60,Mikal Bridges,SF,27,BRK,77,77,35.4,7.1,16.3,.437,2.7,7.3,.370,4.4,8.9,.493,.521,3.3,4.1,.813,0.9,3.8,4.7,3.7,1.0,0.4,2.1,1.4,20.3,2024
87,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
88,61,Miles Bridges,SF,25,CHO,64,62,37.8,8.2,17.9,.461,2.3,6.7,.351,5.9,11.2,.527,.527,2.5,3.1,.815,1.1,6.4,7.5,3.4,1.0,0.5,2.0,1.7,21.4,2024
89,62,Oshae Brissett,SF,25,BOS,50,1,11.5,1.2,2.6,.450,0.3,1.0,.288,0.9,1.6,.557,.508,0.9,1.4,.648,1.0,1.8,2.8,0.8,0.3,0.1,0.3,1.0,3.6,2024
90,63,Izaiah Brockington,PG,24,NOP,1,0,3.0,2.0,5.0,.400,0.0,1.0,.000,2.0,4.0,.500,.400,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2024
91,64,Malcolm Brogdon,PG,31,POR,39,25,28.7,5.6,12.7,.440,2.1,5.1,.412,3.5,7.6,.458,.522,2.4,3.0,.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,2024
92,65,Armoni Brooks,PG,25,BRK,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,2024
93,66,Dillon Brooks,SF,28,HOU,67,67,30.7,4.5,10.6,.427,1.8,5.1,.353,2.7,5.4,.497,.513,1.7,2.0,.841,0.7,2.7,3.4,1.6,0.9,0.1,1.3,3.3,12.5,2024
94,67,Bruce Brown,SG-PG,27,TOT,63,44,28.2,4.1,8.8,.469,0.8,2.5,.323,3.3,6.3,.528,.515,1.8,2.1,.842,0.8,3.5,4.4,2.9,0.9,0.3,1.3,2.2,10.8,2024
95,67,Bruce Brown,SG,27,IND,33,33,29.7,4.5,9.5,.475,1.0,3.1,.327,3.5,6.5,.545,.527,2.0,2.5,.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1,2024
96,67,Bruce Brown,PG,27,TOR,30,11,26.5,3.7,7.9,.462,0.6,1.9,.316,3.1,6.0,.508,.500,1.5,1.7,.882,0.9,3.1,4.0,2.7,0.8,0.3,1.3,2.0,9.4,2024
97,68,Charlie Brown Jr.,SG,26,NYK,8,0,4.6,0.3,1.3,.200,0.3,0.9,.286,0.0,0.4,.000,.300,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.6,0.8,2024
98,69,Greg Brown III,PF,22,DAL,6,0,6.7,0.8,1.8,.455,0.2,0.5,.333,0.7,1.3,.500,.500,0.7,1.5,.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,2024
99,70,Jaylen Brown,SF,27,BOS,67,67,33.6,9.0,18.0,.501,2.1,5.9,.358,6.9,12.1,.571,.560,3.1,4.4,.701,1.2,4.4,5.5,3.6,1.2,0.5,2.3,2.6,23.2,2024
100,71,Kendall Brown,SG,20,IND,13,0,3.8,0.5,0.8,.545,0.0,0.1,.000,0.5,0.8,.600,.545,0.4,0.6,.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.3,2024
101,72,Kobe Brown,PF,24,LAC,39,0,7.7,0.7,1.7,.400,0.3,1.0,.308,0.4,0.7,.538,.492,0.0,0.1,.500,0.3,0.9,1.2,0.4,0.2,0.1,0.2,1.1,1.7,2024
102,73,Moses Brown,C,24,POR,20,4,8.5,1.3,2.7,.491,0.0,0.0,,1.3,2.7,.491,.491,0.3,1.3,.240,1.5,2.0,3.5,0.4,0.2,0.4,0.4,1.2,2.9,2024
103,74,Troy Brown Jr.,SF,24,TOT,53,9,12.7,1.4,3.5,.390,0.8,2.3,.336,0.6,1.2,.492,.500,0.6,0.7,.857,0.4,1.9,2.3,1.0,0.3,0.0,0.5,0.7,4.1,2024
104,74,Troy Brown Jr.,SF,24,MIN,37,3,11.1,1.4,3.2,.441,0.8,2.3,.369,0.6,0.9,.618,.572,0.5,0.6,.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,2024
105,74,Troy Brown Jr.,SF,24,DET,16,6,16.6,1.3,4.3,.304,0.6,2.4,.263,0.7,1.9,.355,.377,0.7,0.8,.846,0.4,2.6,3.0,1.0,0.4,0.0,0.5,0.6,3.9,2024
106,75,Jalen Brunson,PG,27,NYK,71,71,35.1,10.0,20.9,.477,2.7,6.8,.397,7.3,14.2,.515,.541,5.2,6.2,.843,0.5,3.0,3.5,6.6,0.9,0.2,2.4,1.9,27.9,2024
107,76,Thomas Bryant,C,26,MIA,37,4,11.3,2.1,3.8,.561,0.1,0.6,.190,2.0,3.2,.627,.576,1.1,1.2,.867,1.0,2.5,3.5,0.6,0.3,0.4,0.5,1.2,5.4,2024
108,77,Kobe Bufkin,SG,20,ATL,12,0,10.9,1.8,4.8,.386,0.7,2.4,.276,1.2,2.3,.500,.456,0.2,0.3,.500,0.3,1.4,1.7,1.7,0.5,0.3,0.5,0.9,4.5,2024
109,78,Reggie Bullock,SF,32,HOU,38,0,9.3,0.8,1.9,.405,0.6,1.6,.400,0.2,0.4,.429,.568,0.0,0.0,1.000,0.2,1.6,1.7,0.3,0.2,0.1,0.2,0.6,2.2,2024
110,79,Alec Burks,SG,32,TOT,64,1,18.6,3.3,8.8,.371,1.9,5.1,.376,1.3,3.7,.364,.480,2.2,2.6,.867,0.4,1.9,2.3,1.3,0.4,0.2,0.7,1.2,10.7,2024
111,79,Alec Burks,SG,32,DET,43,0,21.0,3.7,9.4,.394,2.3,5.7,.401,1.4,3.7,.384,.516,2.8,3.1,.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6,2024
112,79,Alec Burks,SG,32,NYK,21,1,13.9,2.3,7.5,.312,1.1,3.8,.300,1.2,3.7,.325,.389,1.0,1.5,.710,0.4,1.4,1.8,0.8,0.3,0.0,0.7,0.5,6.9,2024
113,80,Jared Butler,SG,23,WAS,35,0,13.0,2.2,4.5,.490,0.6,1.8,.313,1.6,2.7,.613,.554,0.7,0.7,.885,0.2,1.1,1.3,2.9,0.7,0.2,1.2,1.3,5.6,2024
114,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
115,81,Jimmy Butler,PF,34,MIA,54,54,34.1,6.7,13.4,.497,1.0,2.4,.406,5.7,11.1,.516,.532,6.6,7.7,.859,1.8,3.5,5.3,4.9,1.3,0.3,1.7,1.2,20.9,2024
116,82,Jamal Cain,PF,24,MIA,22,1,11.5,1.5,3.6,.430,0.5,1.4,.355,1.0,2.2,.479,.500,0.8,1.0,.783,0.7,1.0,1.6,0.5,0.5,0.2,0.4,1.0,4.4,2024
117,83,Kentavious Caldwell-Pope,SG,30,DEN,71,71,31.9,3.5,7.7,.450,1.6,4.0,.406,1.8,3.7,.498,.556,1.4,1.6,.902,0.4,2.0,2.4,2.4,1.3,0.5,1.0,2.0,10.0,2024
118,84,Toumani Camara,PF,23,POR,70,49,24.8,2.8,6.3,.450,0.8,2.5,.337,2.0,3.8,.523,.516,1.1,1.4,.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,2024
119,85,Clint Capela,C,29,ATL,69,69,25.6,4.8,8.5,.567,0.0,0.0,.000,4.8,8.5,.568,.567,1.7,2.8,.626,4.7,6.0,10.7,1.2,0.6,1.5,1.0,2.3,11.3,2024
120,86,Jevon Carter,PG,28,CHI,68,0,13.6,1.9,4.9,.384,1.0,3.1,.338,0.8,1.8,.463,.491,0.1,0.1,.571,0.1,0.7,0.8,1.2,0.5,0.2,0.5,1.0,4.8,2024
121,87,Wendell Carter Jr.,C,24,ORL,49,43,26.0,4.1,7.8,.529,1.2,3.0,.383,3.0,4.8,.622,.603,1.9,2.7,.689,2.0,5.2,7.2,1.8,0.6,0.5,1.3,2.1,11.3,2024
122,88,D.J. Carton,SG,23,TOR,4,0,9.0,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,1.0,1.3,.800,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,2024
123,89,Alex Caruso,SG,29,CHI,67,53,28.3,3.6,7.7,.465,1.9,4.7,.405,1.7,3.0,.561,.589,1.0,1.4,.761,0.9,3.0,3.9,3.3,1.6,1.0,1.4,2.6,10.1,2024
124,90,Colin Castleton,C,23,LAL,12,0,4.3,0.6,1.0,.583,0.0,0.0,,0.6,1.0,.583,.583,0.3,0.3,1.000,0.3,0.5,0.8,0.3,0.1,0.0,0.3,0.8,1.5,2024
125,91,Malcolm Cazalon,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
126,92,Julian Champagnie,SF,22,SAS,68,53,18.7,2.0,5.1,.397,1.3,3.6,.366,0.7,1.5,.467,.524,0.9,1.1,.811,0.6,2.1,2.6,1.3,0.6,0.5,0.7,1.0,6.3,2024
127,93,Justin Champagnie,SF,22,WAS,11,1,15.5,2.3,5.3,.431,1.2,3.4,.351,1.1,1.9,.571,.543,0.9,1.1,.833,1.3,2.0,3.3,1.3,0.6,0.5,0.8,1.1,6.6,2024
128,94,Max Christie,SG,20,LAL,63,7,14.8,1.6,3.8,.429,0.7,1.8,.362,1.0,1.9,.492,.517,0.5,0.7,.773,0.2,2.0,2.2,0.9,0.3,0.3,0.6,0.9,4.4,2024
129,95,Sidy Cissoko,SF,19,SAS,7,0,5.3,0.1,0.9,.167,0.0,0.6,.000,0.1,0.3,.500,.167,0.6,0.6,1.000,0.0,1.0,1.0,0.0,0.4,0.0,0.1,0.4,0.9,2024
130,96,Brandon Clarke,PF,27,MEM,4,0,21.0,5.8,9.5,.605,0.3,1.0,.250,5.5,8.5,.647,.618,0.3,1.3,.200,2.5,3.3,5.8,1.8,0.8,1.3,0.3,1.5,12.0,2024
131,97,Jordan Clarkson,SG,31,UTA,55,19,30.6,6.1,14.8,.413,1.7,5.6,.294,4.5,9.2,.485,.469,3.2,3.7,.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,2024
132,98,Nic Claxton,C,24,BRK,67,67,29.8,5.2,8.3,.630,0.0,0.1,.200,5.2,8.2,.634,.631,1.6,2.8,.559,2.8,7.2,9.9,2.0,0.7,2.0,1.3,2.5,12.0,2024
133,99,Noah Clowney,PF,19,BRK,18,0,11.3,1.5,2.9,.509,0.4,1.1,.350,1.1,1.8,.606,.575,0.7,1.1,.684,0.9,1.8,2.7,0.7,0.3,0.2,0.5,1.0,4.1,2024
134,100,Amir Coffey,SF,26,LAC,64,11,19.7,2.2,4.4,.498,0.9,2.3,.411,1.3,2.1,.593,.605,0.8,0.9,.864,0.4,1.6,2.0,1.1,0.5,0.2,0.5,1.4,6.1,2024
135,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
136,101,John Collins,PF,26,UTA,68,66,28.0,5.8,11.0,.532,1.3,3.4,.371,4.6,7.6,.605,.590,2.2,2.7,.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,2024
137,102,Zach Collins,C,26,SAS,63,27,22.3,4.2,8.8,.480,0.8,2.7,.311,3.4,6.2,.553,.527,1.7,2.3,.741,1.7,3.6,5.2,2.8,0.5,0.7,1.9,3.1,11.0,2024
138,103,Mike Conley,PG,36,MIN,70,70,28.9,3.8,8.4,.457,2.3,5.3,.438,1.5,3.2,.489,.593,1.3,1.5,.904,0.5,2.4,2.8,6.0,1.2,0.2,1.2,1.7,11.3,2024
139,104,Pat Connaughton,SF,31,MIL,70,3,22.0,2.0,4.5,.443,1.1,3.2,.360,0.9,1.4,.635,.569,0.6,0.8,.755,0.7,2.6,3.2,2.1,0.5,0.2,0.7,1.2,5.7,2024
140,105,Bilal Coulibaly,SF,19,WAS,63,15,27.2,3.0,6.9,.435,1.0,2.9,.346,2.0,3.9,.502,.509,1.5,2.1,.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,2024
141,106,Ricky Council IV,SG,22,PHI,27,0,8.7,1.7,3.6,.480,0.3,1.0,.333,1.4,2.6,.535,.526,1.9,2.5,.735,0.5,1.0,1.5,0.4,0.1,0.0,0.1,0.5,5.7,2024
142,107,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,.439,0.7,1.9,.339,0.8,1.4,.571,.536,0.8,0.9,.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,2024
143,107,Robert Covington,PF,33,LAC,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0,2024
144,107,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,.449,0.7,1.8,.354,0.9,1.6,.561,.545,0.8,0.9,.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,2024
145,108,Torrey Craig,SF,33,CHI,47,13,20.1,2.1,4.9,.433,1.2,3.1,.389,0.9,1.9,.506,.554,0.5,0.7,.758,1.4,2.7,4.1,1.1,0.6,0.4,0.6,2.1,6.0,2024
146,109,Jae Crowder,PF,33,MIL,45,24,23.2,2.3,5.4,.432,1.2,3.4,.351,1.2,2.0,.565,.541,0.5,0.7,.710,0.5,2.6,3.2,1.3,0.8,0.2,0.4,1.6,6.3,2024
147,110,Jalen Crutcher,PG,24,NOP,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
148,111,Cade Cunningham,PG,22,DET,62,62,33.5,8.5,18.8,.449,1.9,5.4,.355,6.5,13.4,.487,.500,3.8,4.4,.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,2024
149,112,Seth Curry,SG,33,TOT,44,4,14.0,1.8,4.6,.392,0.9,2.5,.352,1.0,2.2,.438,.485,0.6,0.7,.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1,2024
150,112,Seth Curry,SG,33,DAL,36,3,12.7,1.5,4.0,.372,0.8,2.2,.363,0.7,1.8,.385,.472,0.5,0.5,.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3,2024
151,112,Seth Curry,SG,33,CHO,8,1,19.9,3.3,7.4,.441,1.1,3.5,.321,2.1,3.9,.548,.517,1.4,1.5,.917,0.4,1.6,2.0,1.8,0.6,0.4,0.6,0.9,9.0,2024
152,113,Stephen Curry,PG,35,GSW,70,70,32.6,8.8,19.5,.449,4.8,11.8,.404,4.0,7.7,.518,.571,4.1,4.4,.926,0.5,3.9,4.4,5.0,0.7,0.3,2.8,1.6,26.4,2024
153,114,Dyson Daniels,PG,20,NOP,55,15,21.7,2.2,5.0,.447,0.7,2.2,.308,1.6,2.8,.555,.515,0.6,0.9,.640,1.0,2.7,3.7,2.7,1.4,0.4,1.0,1.7,5.7,2024
154,115,Anthony Davis,C,30,LAL,72,72,35.8,9.4,17.0,.554,0.4,1.4,.273,9.1,15.7,.579,.565,5.5,6.8,.817,3.1,9.7,12.8,3.5,1.2,2.4,2.1,2.3,24.8,2024
155,116,Johnny Davis,SG,21,WAS,45,2,11.5,1.1,3.0,.358,0.2,0.7,.242,0.9,2.2,.396,.388,0.2,0.4,.588,0.4,1.0,1.4,0.6,0.3,0.2,0.2,1.0,2.5,2024
156,117,JD Davison,SG,21,BOS,6,0,1.8,0.3,0.5,.667,0.3,0.5,.667,0.0,0.0,,1.000,0.3,0.3,1.000,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.2,1.3,2024
157,118,Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,2024
158,119,DeMar DeRozan,SF,34,CHI,74,74,37.6,8.0,16.9,.475,0.9,2.8,.324,7.1,14.0,.505,.502,6.6,7.8,.857,0.6,3.7,4.3,5.2,1.1,0.6,1.6,2.1,23.6,2024
159,120,Moussa Diabaté,C,22,LAC,11,0,5.8,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.8,1.3,.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,2024
